Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
935,11692,7967,Salaried,52,Married,1,618,0,0.33,10730,33298,6681,24,Personal,Rural,Graduate,Male,Business,No
936,9311,8734,Unemployed,25,Married,1,558,,0.34,16724,40617,37446,60,Personal,Rural,Graduate,Male,Private,No
937,2768,845,Salaried,58,Married,3,551,1,0.45,16152,6929,17720,12,Car,,Not Graduate,Male,Private,No
938,7490,5777,,30,Married,2,711,4,0.57,13998,37117,2667,36,Education,Urban,Graduate,Male,Government,No
939,17534,3036,Contract,44,Married,1,737,4,0.26,18680,,29152,48,Home,Urban,Graduate,Female,MNC,
940,8645,5947,Salaried,55,Married,3,779,3,0.12,16618,44063,9204,,Personal,Urban,Graduate,Male,Private,Yes
941,7232,2494,Salaried,43,,3,738,0,0.35,9308,21140,38890,36,Business,Rural,Graduate,Female,Private,No
942,13485,2719,Contract,37,Single,0,708,3,0.37,9609,18185,25537,48,Business,Urban,Graduate,Male,Private,Yes
943,7797,1884,Salaried,21,Married,3,559,0,0.18,17675,37924,,12,Education,Urban,Graduate,Female,Private,No
944,14342,4349,Salaried,51,Single,1,663,1,0.48,8720,24240,34741,24,Car,Urban,Not Graduate,Male,Government,No
945,10038,5179,Salaried,51,Single,0,625,4,0.59,10172,21845,21654,60,Car,Urban,Not Graduate,,Private,No
946,18002,6610,Salaried,54,Single,,713,4,0.57,14457,9228,2408,12,,Urban,Graduate,Female,MNC,No
947,15087,6430,Contract,29,Single,1,795,1,0.2,2939,21686,19672,72,Business,Rural,Not Graduate,Male,MNC,Yes
948,6873,7154,Self-employed,42,Married,2,634,3,0.54,14345,11920,2218,48,Car,Urban,Graduate,Male,Business,No
949,3481,6488,Salaried,33,Married,3,598,3,0.45,16158,7432,37145,24,Business,,Graduate,Male,Government,No
950,,4737,Salaried,45,Single,0,788,2,0.33,5435,44971,,24,Education,Rural,Graduate,Male,Private,Yes
951,16422,6525,Salaried,38,Married,2,619,0,0.37,5392,6189,5098,84,,Semiurban,Graduate,Male,Private,
952,18438,3850,Salaried,32,Married,1,789,3,0.52,7972,,8619,84,Personal,Urban,Graduate,Male,Government,No
953,9643,689,Salaried,37,,3,726,1,0.34,,33910,12939,12,Education,Urban,,Female,,Yes
954,17708,5175,Salaried,35,Single,3,680,3,0.29,19184,30226,19226,24,Business,Urban,Not Graduate,Female,Business,Yes
955,13271,8648,Salaried,35,Single,0,751,4,0.35,14799,7614,26322,48,Education,Urban,Graduate,Male,Private,Yes
956,19216,5078,Contract,,Single,3,682,0,0.39,19159,47021,17878,12,Personal,Semiurban,Graduate,Female,Private,Yes
957,14600,5448,Salaried,59,Single,3,787,2,0.19,15052,21224,7560,60,Home,Rural,,Male,Private,Yes
958,12998,1179,Self-employed,33,Married,3,767,0,0.55,6044,18013,39278,12,Personal,Rural,Graduate,Male,Private,No
959,16295,9074,Self-employed,37,Single,3,738,4,0.44,19871,21446,37212,12,Business,Urban,Graduate,Male,Unemployed,No
960,,6406,,52,Married,1,762,4,0.42,14415,,30299,60,Personal,Rural,Graduate,Female,Private,No
961,18380,8591,Self-employed,29,Married,2,786,4,0.15,17274,39673,8543,72,,Urban,Graduate,Male,MNC,
962,10519,6907,Self-employed,40,Single,,639,4,0.4,13858,37657,24946,84,Car,Rural,Graduate,,,No
963,5300,8800,Contract,46,Married,1,779,1,0.16,17572,4839,32740,48,Education,Rural,,Male,MNC,No
964,8722,1638,Self-employed,47,Married,0,,2,0.14,5644,36725,8253,72,Business,Urban,Not Graduate,,Government,Yes
965,9218,5671,Self-employed,41,Married,3,575,4,0.36,17124,30203,,72,,Urban,Graduate,Female,Unemployed,No
966,5054,6928,Contract,38,Single,1,621,4,0.3,17753,557,33813,72,Personal,Semiurban,Not Graduate,Male,Private,No
967,15575,1382,Self-employed,33,Married,3,554,3,0.39,18384,30666,28632,84,Home,Urban,Graduate,Female,Government,No
968,9970,1403,Salaried,36,Single,1,564,2,0.14,17855,37389,3057,36,Business,Urban,Graduate,Male,Private,No
969,4143,,Salaried,29,Married,1,672,0,0.32,17920,47700,34431,84,Personal,Urban,Not Graduate,,Government,No
970,11503,3292,Salaried,32,Single,0,693,2,0.19,16702,33607,38436,72,Education,Urban,Graduate,Male,Government,
971,17149,9011,Contract,58,Single,2,550,2,0.59,5153,24578,19413,36,Education,Rural,Graduate,Male,Business,No
972,14175,419,Contract,39,Married,2,693,2,0.38,1894,9243,31225,60,Business,Rural,Graduate,Female,Private,Yes
973,10356,4517,Unemployed,27,Married,,714,4,0.44,7991,9596,39485,84,Personal,Rural,Not Graduate,Male,Private,No
974,17070,3302,Self-employed,55,Married,0,552,4,0.26,15439,6998,3696,48,Education,Urban,Not Graduate,Male,Business,No
975,2822,7857,Salaried,38,Single,3,729,1,0.15,9467,10129,17101,72,Business,,Not Graduate,Male,Government,No
976,19327,,Salaried,36,Single,3,596,0,0.59,5935,510,9831,24,Business,Semiurban,Graduate,Male,Private,No
977,16289,,Self-employed,59,Single,1,644,3,0.24,17107,11596,20047,60,Home,Urban,Not Graduate,Male,Unemployed,No
978,8150,5693,Self-employed,24,Married,2,562,2,0.31,2329,12974,6004,36,Education,Urban,Graduate,Female,Unemployed,No
979,6425,,Unemployed,45,Single,0,669,0,0.42,9327,1137,23705,84,Personal,Semiurban,Not Graduate,Female,MNC,No
980,18032,2044,Salaried,52,Single,2,757,0,0.11,2770,46468,22509,48,,Urban,Graduate,Male,MNC,Yes
981,4198,1549,Self-employed,33,Single,3,604,1,0.51,4846,27897,38170,12,Education,Urban,Graduate,Male,Private,No
982,5452,9956,Self-employed,37,Single,2,784,3,0.37,16651,4666,15662,48,Education,Urban,Graduate,Male,Unemployed,Yes
983,11106,6140,Self-employed,57,Married,3,698,2,0.24,16276,8906,39680,48,Business,Urban,Not Graduate,Female,Government,Yes
984,15859,3716,Self-employed,26,Married,0,615,3,0.13,14633,21818,1394,72,Car,Urban,Not Graduate,Male,Private,No
985,19692,4481,Contract,39,Single,0,731,1,0.18,13628,43246,37365,,Car,Urban,,Male,,Yes
986,10705,7898,Salaried,33,Single,1,704,4,0.55,569,2654,11524,84,Home,Rural,Graduate,Female,Private,No
987,12112,6548,Contract,46,Married,1,715,0,0.44,1973,33758,34097,84,Education,Urban,Not Graduate,Male,Government,
988,6841,2293,Self-employed,34,Married,2,639,2,0.22,2822,24204,27673,36,Car,Semiurban,Graduate,Male,Private,No
989,17358,4837,Contract,51,Married,0,735,4,0.13,270,34928,18156,84,Home,Urban,,Female,Government,Yes
990,,7758,Contract,24,Married,0,611,1,0.45,16320,30552,2645,36,Business,Semiurban,Not Graduate,Male,Government,No
991,6566,6793,Salaried,59,Married,1,651,3,0.39,7641,47904,30049,72,,Semiurban,Graduate,Male,Government,Yes
992,13382,7638,Salaried,28,Single,3,723,,0.3,8930,10336,10815,72,Personal,Rural,Graduate,Male,Private,Yes
993,19939,7993,Unemployed,,Single,2,766,2,0.28,6680,47037,2848,24,Business,Semiurban,Graduate,Male,Government,Yes
994,16596,6007,Self-employed,33,Married,2,688,4,0.21,1257,16206,35329,24,Home,Rural,Graduate,Male,Government,Yes
,2804,5542,Unemployed,,Married,1,749,4,0.43,8250,34831,,60,Business,Semiurban,Graduate,Female,Private,No
996,,9092,Salaried,58,Married,0,557,0,0.59,5370,43563,8311,72,Personal,,Not Graduate,Male,Unemployed,No
997,3279,6356,Self-employed,58,Married,1,646,3,0.19,,18361,22563,12,Business,Urban,Graduate,Female,Government,No
998,15192,8433,Contract,48,Single,1,666,1,0.4,8581,41335,16203,24,Home,Rural,Graduate,Male,MNC,No
999,9083,7380,Unemployed,50,Single,1,748,3,0.31,13491,8933,10290,36,Personal,Urban,Graduate,Male,Private,Yes
1000,13093,2385,Salaried,23,Married,1,613,3,0.32,12436,25816,35818,48,Personal,Semiurban,Graduate,,Private,No
